key,order_id,product_id,differences
CA-2015-100916-FUR-TA-10004607,CA-2015-100916,FUR-TA-10004607,"{'Product Name': {'source_value': 'Hon 2111 Invitation Series Straight Table', 'target_value': 'hon 2111 invitation series straight table'}}"
CA-2016-102281-TEC-PH-10001552,CA-2016-102281,TEC-PH-10001552,"{'Product Name': {'source_value': ""I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink"", 'target_value': ""i need's 3d hello kitty hybrid silicone case cover for htc one x 4g with 3d hello kitty stylus pen green/pink""}}"
CA-2016-112571-FUR-FU-10004188,CA-2016-112571,FUR-FU-10004188,"{'Product Name': {'source_value': 'Luxo Professional Combination Clamp-On Lamps', 'target_value': 'luxo professional combination clamp-on lamps'}}"
CA-2017-128811-OFF-FA-10000585,CA-2017-128811,OFF-FA-10000585,"{'Product Name': {'source_value': 'OIC Bulk Pack Metal Binder Clips', 'target_value': 'oic bulk pack metal binder clips'}}"
CA-2017-149454-OFF-BI-10003694,CA-2017-149454,OFF-BI-10003694,"{'Product Name': {'source_value': 'Avery 3 1/2"" Diskette Storage Pages, 10/Pack', 'target_value': 'avery 3 1/2"" diskette storage pages, 10/pack'}}"
CA-2018-138618-OFF-PA-10000520,CA-2018-138618,OFF-PA-10000520,"{'Product Name': {'source_value': 'Xerox 201', 'target_value': 'xerox 201'}}"
CA-2018-137463-OFF-LA-10003498,CA-2018-137463,OFF-LA-10003498,"{'Product Name': {'source_value': 'Avery 475', 'target_value': 'avery 475'}}"
CA-2015-114125-OFF-BI-10003291,CA-2015-114125,OFF-BI-10003291,"{'Product Name': {'source_value': 'Wilson Jones Leather-Like Binders with DublLock Round Rings', 'target_value': 'wilson jones leather-like binders with dubllock round rings'}}"
CA-2018-121293-FUR-TA-10001771,CA-2018-121293,FUR-TA-10001771,"{'Product Name': {'source_value': 'Bush Cubix Conference Tables, Fully Assembled', 'target_value': 'bush cubix conference tables, fully assembled'}}"
CA-2015-169684-OFF-ST-10000934,CA-2015-169684,OFF-ST-10000934,"{'Product Name': {'source_value': 'Contico 72""H Heavy-Duty Storage System', 'target_value': 'contico 72""h heavy-duty storage system'}}"
CA-2018-101798-TEC-AC-10001998,CA-2018-101798,TEC-AC-10001998,"{'Product Name': {'source_value': 'Logitech\xa0LS21 Speaker System - PC Multimedia - 2.1-CH - Wired', 'target_value': 'logitech\xa0ls21 speaker system - pc multimedia - 2.1-ch - wired'}}"
CA-2017-109176-OFF-EN-10003134,CA-2017-109176,OFF-EN-10003134,"{'Product Name': {'source_value': 'Staple envelope', 'target_value': 'staple envelope'}}"
CA-2018-124296-TEC-MA-10003183,CA-2018-124296,TEC-MA-10003183,"{'Product Name': {'source_value': 'DYMO CardScan Personal V9 Business Card Scanner', 'target_value': 'dymo cardscan personal v9 business card scanner'}}"
CA-2017-162390-OFF-BI-10004318,CA-2017-162390,OFF-BI-10004318,"{'Product Name': {'source_value': 'Ibico EB-19 Dual Function Manual Binding System', 'target_value': 'ibico eb-19 dual function manual binding system'}}"
CA-2016-142937-OFF-AR-10003582,CA-2016-142937,OFF-AR-10003582,"{'Product Name': {'source_value': 'Boston Electric Pencil Sharpener, Model 1818, Charcoal Black', 'target_value': 'boston electric pencil sharpener, model 1818, charcoal black'}}"
US-2017-117541-OFF-PA-10001609,US-2017-117541,OFF-PA-10001609,"{'Product Name': {'source_value': 'Tops Wirebound Message Log Books', 'target_value': 'tops wirebound message log books'}}"
US-2015-159611-FUR-FU-10004904,US-2015-159611,FUR-FU-10004904,"{'Product Name': {'source_value': 'Eldon ""L"" Workstation Diamond Chairmat', 'target_value': 'eldon ""l"" workstation diamond chairmat'}}"
CA-2018-104927-OFF-BI-10003429,CA-2018-104927,OFF-BI-10003429,"{'Product Name': {'source_value': 'Cardinal HOLDit! Binder Insert Strips,Extra Strips', 'target_value': 'cardinal holdit! binder insert strips,extra strips'}}"
CA-2016-158421-OFF-ST-10000563,CA-2016-158421,OFF-ST-10000563,"{'Product Name': {'source_value': 'Fellowes Bankers Box Stor/Drawer Steel Plus', 'target_value': 'fellowes bankers box stor/drawer steel plus'}}"
CA-2017-130050-FUR-FU-10001940,CA-2017-130050,FUR-FU-10001940,"{'Product Name': {'source_value': 'Staple-based wall hangings', 'target_value': 'staple-based wall hangings'}}"
CA-2018-144484-FUR-FU-10000260,CA-2018-144484,FUR-FU-10000260,"{'Product Name': {'source_value': '6"" Cubicle Wall Clock, Black', 'target_value': '6"" cubicle wall clock, black'}}"
CA-2018-103352-OFF-BI-10001196,CA-2018-103352,OFF-BI-10001196,"{'Product Name': {'source_value': 'Avery Flip-Chart Easel Binder, Black', 'target_value': 'avery flip-chart easel binder, black'}}"
CA-2016-162950-FUR-BO-10001918,CA-2016-162950,FUR-BO-10001918,"{'Product Name': {'source_value': 'Sauder Forest Hills Library with Doors, Woodland Oak Finish', 'target_value': 'sauder forest hills library with doors, woodland oak finish'}}"
CA-2018-160633-OFF-AR-10004022,CA-2018-160633,OFF-AR-10004022,"{'Product Name': {'source_value': 'Panasonic KP-380BK Classic Electric Pencil Sharpener', 'target_value': 'panasonic kp-380bk classic electric pencil sharpener'}}"
CA-2016-129546-OFF-SU-10004884,CA-2016-129546,OFF-SU-10004884,"{'Product Name': {'source_value': 'Acme Galleria Hot Forged Steel Scissors with Colored Handles', 'target_value': 'acme galleria hot forged steel scissors with colored handles'}}"
US-2018-139465-TEC-PH-10000455,US-2018-139465,TEC-PH-10000455,"{'Product Name': {'source_value': 'GE 30522EE2', 'target_value': 'ge 30522ee2'}}"
US-2018-161935-TEC-PH-10000560,US-2018-161935,TEC-PH-10000560,"{'Product Name': {'source_value': 'Samsung Galaxy S III - 16GB - pebble blue (T-Mobile)', 'target_value': 'samsung galaxy s iii - 16gb - pebble blue (t-mobile)'}}"
CA-2017-158001-OFF-AP-10002118,CA-2017-158001,OFF-AP-10002118,"{'Product Name': {'source_value': '1.7 Cubic Foot Compact ""Cube"" Office Refrigerators', 'target_value': '1.7 cubic foot compact ""cube"" office refrigerators'}}"
CA-2018-117009-OFF-SU-10001218,CA-2018-117009,OFF-SU-10001218,"{'Product Name': {'source_value': 'Fiskars Softgrip Scissors', 'target_value': 'fiskars softgrip scissors'}}"
CA-2018-122196-TEC-PH-10004977,CA-2018-122196,TEC-PH-10004977,"{'Product Name': {'source_value': 'GE 30524EE4', 'target_value': 'ge 30524ee4'}}"
CA-2017-154018-TEC-AC-10002402,CA-2017-154018,TEC-AC-10002402,"{'Product Name': {'source_value': 'Razer Kraken PRO Over Ear PC and Music Headset', 'target_value': 'razer kraken pro over ear pc and music headset'}}"
CA-2017-163167-OFF-ST-10003805,CA-2017-163167,OFF-ST-10003805,"{'Product Name': {'source_value': '24 Capacity Maxi Data Binder Racks, Pearl', 'target_value': '24 capacity maxi data binder racks, pearl'}}"
CA-2017-112389-OFF-ST-10000419,CA-2017-112389,OFF-ST-10000419,"{'Product Name': {'source_value': 'Rogers Jumbo File, Granite', 'target_value': 'rogers jumbo file, granite'}}"
CA-2017-145625-TEC-AC-10003832,CA-2017-145625,TEC-AC-10003832,"{'Product Name': {'source_value': 'Logitech\xa0P710e Mobile Speakerphone', 'target_value': 'logitech\xa0p710e mobile speakerphone'}}"
CA-2016-100657-FUR-CH-10003535,CA-2016-100657,FUR-CH-10003535,"{'Product Name': {'source_value': 'Global Armless Task Chair, Royal Blue', 'target_value': 'global armless task chair, royal blue'}}"
CA-2017-165484-FUR-FU-10001196,CA-2017-165484,FUR-FU-10001196,"{'Product Name': {'source_value': 'DAX Cubicle Frames - 8x10', 'target_value': 'dax cubicle frames - 8x10'}}"
US-2018-106145-OFF-EN-10001028,US-2018-106145,OFF-EN-10001028,"{'Product Name': {'source_value': 'Staple envelope', 'target_value': 'staple envelope'}}"
CA-2018-137449-FUR-BO-10000780,CA-2018-137449,FUR-BO-10000780,"{'Product Name': {'source_value': ""O'Sullivan Plantations 2-Door Library in Landvery Oak"", 'target_value': ""o'sullivan plantations 2-door library in landvery oak""}}"
CA-2015-103317-FUR-FU-10001591,CA-2015-103317,FUR-FU-10001591,"{'Product Name': {'source_value': 'Advantus Panel Wall Certificate Holder - 8.5x11', 'target_value': 'advantus panel wall certificate holder - 8.5x11'}}"
US-2018-157224-OFF-LA-10000121,US-2018-157224,OFF-LA-10000121,"{'Product Name': {'source_value': 'Avery 48', 'target_value': 'avery 48'}}"
CA-2018-150525-OFF-AP-10000595,CA-2018-150525,OFF-AP-10000595,"{'Product Name': {'source_value': 'Disposable Triple-Filter Dust Bags', 'target_value': 'disposable triple-filter dust bags'}}"
CA-2015-120278-OFF-BI-10004970,CA-2015-120278,OFF-BI-10004970,"{'Product Name': {'source_value': 'ACCOHIDE 3-Ring Binder, Blue, 1""', 'target_value': 'accohide 3-ring binder, blue, 1""'}}"
CA-2015-137575-TEC-AC-10004571,CA-2015-137575,TEC-AC-10004571,"{'Product Name': {'source_value': 'Logitech G700s Rechargeable Gaming Mouse', 'target_value': 'logitech g700s rechargeable gaming mouse'}}"
US-2015-106299-OFF-BI-10001758,US-2015-106299,OFF-BI-10001758,"{'Product Name': {'source_value': 'Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders', 'target_value': 'wilson jones 14 line acrylic coated pressboard data binders'}}"
US-2016-126977-FUR-BO-10004834,US-2016-126977,FUR-BO-10004834,"{'Product Name': {'source_value': 'Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish', 'target_value': 'riverside palais royal lawyers bookcase, royale cherry finish'}}"
CA-2018-131954-OFF-BI-10000138,CA-2018-131954,OFF-BI-10000138,"{'Product Name': {'source_value': 'Acco Translucent Poly Ring Binders', 'target_value': 'acco translucent poly ring binders'}}"
US-2015-140452-FUR-FU-10002088,US-2015-140452,FUR-FU-10002088,"{'Product Name': {'source_value': 'Nu-Dell Float Frame 11 x 14 1/2', 'target_value': 'nu-dell float frame 11 x 14 1/2'}}"
US-2016-126977-FUR-BO-10002213,US-2016-126977,FUR-BO-10002213,"{'Product Name': {'source_value': 'DMI Eclipse Executive Suite Bookcases', 'target_value': 'dmi eclipse executive suite bookcases'}}"
CA-2017-125220-TEC-AC-10003033,CA-2017-125220,TEC-AC-10003033,"{'Product Name': {'source_value': 'Plantronics CS510 - Over-the-Head monaural Wireless Headset System', 'target_value': 'plantronics cs510 - over-the-head monaural wireless headset system'}}"
CA-2017-103709-OFF-AR-10003338,CA-2017-103709,OFF-AR-10003338,"{'Product Name': {'source_value': 'Eberhard Faber 3 1/2"" Golf Pencils', 'target_value': 'eberhard faber 3 1/2"" golf pencils'}}"
CA-2017-152534-OFF-PA-10001870,CA-2017-152534,OFF-PA-10001870,"{'Product Name': {'source_value': 'Xerox 202', 'target_value': 'xerox 202'}}"
CA-2017-158575-OFF-AP-10002998,CA-2017-158575,OFF-AP-10002998,"{'Product Name': {'source_value': 'Holmes 99% HEPA Air Purifier', 'target_value': 'holmes 99% hepa air purifier'}}"
CA-2018-120719-OFF-BI-10002103,CA-2018-120719,OFF-BI-10002103,"{'Product Name': {'source_value': 'Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl', 'target_value': 'cardinal slant-d ring binder, heavy gauge vinyl'}}"
CA-2015-148586-FUR-CH-10002439,CA-2015-148586,FUR-CH-10002439,"{'Product Name': {'source_value': 'Iceberg Nesting Folding Chair, 19w x 6d x 43h', 'target_value': 'iceberg nesting folding chair, 19w x 6d x 43h'}}"
CA-2015-114517-FUR-TA-10001676,CA-2015-114517,FUR-TA-10001676,"{'Product Name': {'source_value': 'Hon 61000 Series Interactive Training Tables', 'target_value': 'hon 61000 series interactive training tables'}}"
CA-2015-133592-FUR-BO-10000362,CA-2015-133592,FUR-BO-10000362,"{'Product Name': {'source_value': 'Sauder Inglewood Library Bookcases', 'target_value': 'sauder inglewood library bookcases'}}"
CA-2015-130673-OFF-ST-10000636,CA-2015-130673,OFF-ST-10000636,"{'Product Name': {'source_value': 'Rogers Profile Extra Capacity Storage Tub', 'target_value': 'rogers profile extra capacity storage tub'}}"
CA-2016-143364-FUR-CH-10004287,CA-2016-143364,FUR-CH-10004287,"{'Product Name': {'source_value': 'SAFCO Arco Folding Chair', 'target_value': 'safco arco folding chair'}}"
US-2018-167920-OFF-BI-10004236,US-2018-167920,OFF-BI-10004236,"{'Product Name': {'source_value': 'XtraLife ClearVue Slant-D Ring Binder, White, 3""', 'target_value': 'xtralife clearvue slant-d ring binder, white, 3""'}}"
CA-2018-107517-TEC-PH-10003505,CA-2018-107517,TEC-PH-10003505,"{'Product Name': {'source_value': 'Geemarc AmpliPOWER60', 'target_value': 'geemarc amplipower60'}}"
US-2018-106663-FUR-TA-10000688,US-2018-106663,FUR-TA-10000688,"{'Product Name': {'source_value': 'Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base', 'target_value': 'chromcraft bull-nose wood round conference table top, wood base'}}"
CA-2018-103156-FUR-FU-10000320,CA-2018-103156,FUR-FU-10000320,"{'Product Name': {'source_value': 'OIC Stacking Trays', 'target_value': 'oic stacking trays'}}"
CA-2018-113208-FUR-FU-10004245,CA-2018-113208,FUR-FU-10004245,"{'Product Name': {'source_value': 'Career Cubicle Clock, 8 1/4"", Black', 'target_value': 'career cubicle clock, 8 1/4"", black'}}"
CA-2017-132094-TEC-AC-10001109,CA-2017-132094,TEC-AC-10001109,"{'Product Name': {'source_value': 'Logitech Trackman Marble Mouse', 'target_value': 'logitech trackman marble mouse'}}"
CA-2015-107573-OFF-EN-10001099,CA-2015-107573,OFF-EN-10001099,"{'Product Name': {'source_value': 'Staple envelope', 'target_value': 'staple envelope'}}"
